import time: self [us] | cumulative | imported package
import time:       345 |        345 |                                         sympy.solvers.solveset
import time:       651 |        996 |                                       sympy.solvers.diophantine.diophantine
import time:        72 |       1067 |                                     sympy.solvers.diophantine
import time:       112 |        112 |                                     sympy.solvers.recurr
import time:        67 |         67 |                                         sympy.solvers.deutils
import time:        97 |         97 |                                           sympy.solvers.ode.riccati
import time:        75 |         75 |                                           sympy.solvers.ode.hypergeometric
import time:       108 |        108 |                                             sympy.solvers.ode.subscheck
import time:       105 |        213 |                                           sympy.solvers.ode.nonhomogeneous
import time:        86 |         86 |                                             sympy.solvers.pde
import time:       122 |        207 |                                           sympy.solvers.ode.lie_group
import time:       489 |       1080 |                                         sympy.solvers.ode.single
import time:       317 |       1463 |                                       sympy.solvers.ode.ode
import time:       271 |        271 |                                       sympy.solvers.ode.systems
import time:        82 |       1814 |                                     sympy.solvers.ode
import time:       123 |        123 |                                     sympy.solvers.inequalities
import time:        59 |         59 |                                     sympy.solvers.decompogen
import time:       117 |        117 |                                     sympy.solvers.simplex
import time:       138 |       4002 |                                   sympy.solvers
import time:        47 |         47 |                                       sympy.geometry.exceptions
import time:      2368 |       2368 |                                         sympy.sets.handlers.intersection
import time:      1015 |       1015 |                                         sympy.sets.handlers.union
import time:       715 |       4097 |                                       sympy.geometry.entity
import time:       291 |       4434 |                                     sympy.geometry.point
import time:       374 |        374 |                                       sympy.geometry.util
import time:       676 |       1050 |                                     sympy.geometry.line
import time:       175 |        175 |                                     sympy.geometry.plane
import time:       388 |        388 |                                       sympy.geometry.polygon
import time:       329 |        716 |                                     sympy.geometry.ellipse
import time:       128 |        128 |                                     sympy.geometry.curve
import time:       112 |        112 |                                     sympy.geometry.parabola
import time:       137 |       6750 |                                   sympy.geometry
import time:       586 |        586 |                                     sympy.parsing.sympy_parser
import time:       104 |        690 |                                   sympy.parsing
import time:       230 |        230 |                                     sympy.algebras.quaternion
import time:        95 |        325 |                                   sympy.algebras
import time:        98 |         98 |                                         sympy.plotting.backends
import time:        78 |         78 |                                           sympy.plotting.utils
import time:        59 |         59 |                                               sympy.plotting.intervalmath.interval_membership
import time:       141 |        200 |                                             sympy.plotting.intervalmath.interval_arithmetic
import time:        71 |         71 |                                             sympy.plotting.intervalmath.lib_interval
import time:        79 |        349 |                                           sympy.plotting.intervalmath
import time:       433 |        859 |                                         sympy.plotting.series
import time:       144 |       1100 |                                       sympy.plotting.backends.base_backend
import time:       119 |        119 |                                         sympy.plotting.backends.matplotlibbackend.matplotlib
import time:        76 |        195 |                                       sympy.plotting.backends.matplotlibbackend
import time:        50 |         50 |                                           sympy.plotting.textplot
import time:        82 |        132 |                                         sympy.plotting.backends.textbackend.text
import time:        54 |        185 |                                       sympy.plotting.backends.textbackend
import time:        64 |         64 |                                       sympy.plotting.plotgrid
import time:       154 |       1696 |                                     sympy.plotting.plot
import time:        61 |         61 |                                     sympy.plotting.plot_implicit
import time:        50 |         50 |                                     sympy.plotting.pygletplot
import time:        91 |       1897 |                                   sympy.plotting
import time:       168 |        168 |                                     sympy.interactive.printing
import time:        94 |         94 |                                     sympy.interactive.session
import time:        54 |         54 |                                     sympy.interactive.traversal
import time:        91 |        406 |                                   sympy.interactive
import time:       572 |     102731 |                                 sympy
import time:        57 |         57 |                                 cirq._doc
import time:       321 |     228596 |                               cirq._compat
import time:        60 |         60 |                               cirq._version
import time:        41 |         41 |                               cirq.type_workarounds
import time:       104 |        104 |                                 cirq.value.abc_alt
import time:      1060 |       1060 |                                       typing_extensions
import time:       279 |       1338 |                                     cirq.value.linear_dict
import time:        96 |       1434 |                                   cirq.value.type_alias
import time:       106 |       1540 |                                 cirq.value.angle
import time:       108 |        108 |                                   cirq.value.digits
import time:       119 |        119 |                                   cirq.value.value_equality_attr
import time:       519 |        745 |                                 cirq.value.classical_data
import time:       366 |        366 |                                   cirq.protocols.json_serialization
import time:       170 |        170 |                                   cirq.protocols.measurement_key_protocol
import time:       428 |        428 |                                   cirq.value.measurement_key
import time:       611 |       1573 |                                 cirq.value.condition
import time:       222 |        222 |                                 cirq.value.duration
import time:        92 |         92 |                                     cirq.qis.channels
import time:        88 |         88 |                                       cirq.qis.quantum_state_representation
import time:        47 |         47 |                                       cirq.value.random_state
import time:       239 |        373 |                                     cirq.qis.clifford_tableau
import time:       344 |        344 |                                       cirq.qis.states
import time:       174 |        517 |                                     cirq.qis.measures
import time:        63 |         63 |                                     cirq.qis.noise_utils
import time:       113 |       1155 |                                   cirq.qis
import time:        65 |       1220 |                                 cirq.value.probability
import time:       436 |        436 |                                 cirq.value.product_state
import time:        83 |         83 |                                 cirq.value.periodic_value
import time:        82 |         82 |                                 cirq.value.timestamp
import time:       191 |       6192 |                               cirq.value
import time:       112 |        112 |                                 cirq.linalg.combinators
import time:        72 |         72 |                                         packaging
import time:        56 |         56 |                                         packaging._structures
import time:      1477 |       1605 |                                       packaging.version
import time:       128 |        128 |                                         matplotlib._api.deprecation
import time:       204 |        331 |                                       matplotlib._api
import time:        46 |         46 |                                       matplotlib._version
import time:       345 |        345 |                                         matplotlib._c_internal_utils
import time:     19796 |      20141 |                                       matplotlib.cbook
import time:       130 |        130 |                                       matplotlib._docstring
import time:       270 |        270 |                                           matplotlib.backends.registry
import time:       107 |        376 |                                         matplotlib.backends
import time:       238 |        238 |                                             PIL._version
import time:       277 |        514 |                                           PIL
import time:      2414 |       2414 |                                             PIL.ExifTags
import time:        52 |         52 |                                               PIL._deprecate
import time:       219 |        270 |                                             PIL.ImageMode
import time:       327 |        327 |                                             PIL.TiffTags
import time:        64 |         64 |                                             PIL._binary
import time:       146 |        146 |                                               PIL._typing
import time:        83 |        228 |                                             PIL._util
import time:        55 |         55 |                                                     xml
import time:        75 |        130 |                                                   xml.parsers
import time:        71 |         71 |                                                   pyexpat
import time:        85 |        285 |                                                 xml.parsers.expat
import time:       115 |        399 |                                               defusedxml.common
import time:       100 |        499 |                                             defusedxml
import time:        40 |         40 |                                                 xml.etree
import time:       400 |        400 |                                                 xml.etree.ElementPath
import time:        50 |         50 |                                                 _elementtree
import time:       480 |        968 |                                               xml.etree.ElementTree
import time:         8 |          8 |                                               _elementtree
import time:       366 |       1341 |                                             defusedxml.ElementTree
import time:       856 |        856 |                                             PIL._imaging
import time:       991 |       6987 |                                           PIL.Image
import time:        69 |         69 |                                             PIL.ImageChops
import time:       332 |        332 |                                             PIL.ImageFile
import time:        69 |         69 |                                               PIL.GimpGradientFile
import time:        86 |         86 |                                               PIL.GimpPaletteFile
import time:        97 |         97 |                                               PIL.ImageColor
import time:        58 |         58 |                                               PIL.PaletteFile
import time:       146 |        453 |                                             PIL.ImagePalette
import time:        56 |         56 |                                             PIL.ImageSequence
import time:       653 |       1561 |                                           PIL.PngImagePlugin
import time:       227 |        227 |                                           matplotlib._cm
import time:       290 |        290 |                                                 matplotlib._path
import time:       127 |        127 |                                                   matplotlib.bezier
import time:       250 |        376 |                                                 matplotlib.path
import time:       714 |       1379 |                                               matplotlib.transforms
import time:       744 |       2123 |                                             matplotlib.ticker
import time:       316 |       2438 |                                           matplotlib.scale
import time:       299 |        299 |                                           matplotlib._image
import time:       352 |        352 |                                           matplotlib._color_data
import time:      1226 |      13599 |                                         matplotlib.colors
import time:       244 |        244 |                                             pyparsing.util
import time:       178 |        178 |                                               pyparsing.unicode
import time:       894 |       1072 |                                             pyparsing.exceptions
import time:       187 |        187 |                                               pyparsing.results
import time:       226 |        413 |                                             pyparsing.actions
import time:      4494 |       4494 |                                             pyparsing.core
import time:       527 |        527 |                                                   html.entities
import time:       213 |        739 |                                                 html
import time:        21 |        760 |                                               html.entities
import time:      1203 |       1963 |                                             pyparsing.helpers
import time:       152 |        152 |                                             pyparsing.testing
import time:      2141 |       2141 |                                             pyparsing.common
import time:       369 |      10845 |                                           pyparsing
import time:       251 |      11095 |                                         matplotlib._fontconfig_pattern
import time:       211 |        211 |                                         matplotlib._enums
import time:       219 |        219 |                                         cycler
import time:       821 |      26319 |                                       matplotlib.rcsetup
import time:       854 |        854 |                                       matplotlib.ft2font
import time:        93 |         93 |                                         kiwisolver.exceptions
import time:       245 |        338 |                                       kiwisolver._cext
import time:      1453 |       1453 |                                           matplotlib.artist
import time:       801 |       2253 |                                         matplotlib.colorizer
import time:       935 |        935 |                                         matplotlib._cm_listed
import time:       502 |        502 |                                         matplotlib._cm_multivar
import time:       415 |        415 |                                         matplotlib._cm_bivar
import time:      1981 |       6085 |                                       matplotlib.cm
import time:      3679 |      59523 |                                     matplotlib
import time:       153 |        153 |                                         matplotlib.hatch
import time:       310 |        310 |                                           matplotlib.markers
import time:      3126 |       3436 |                                         matplotlib.lines
import time:      9866 |      13453 |                                       matplotlib.collections
import time:        87 |         87 |                                             matplotlib._pylab_helpers
import time:       490 |        577 |                                           matplotlib.backend_tools
import time:       464 |        464 |                                               plistlib
import time:       521 |        521 |                                                 matplotlib._mathtext_data
import time:       232 |        753 |                                               matplotlib._afm
import time:      1215 |       2431 |                                             matplotlib.font_manager
import time:     12095 |      12095 |                                             matplotlib.patches
import time:       822 |        822 |                                               matplotlib._text_helpers
import time:       880 |        880 |                                               matplotlib.dviread
import time:      1288 |       1288 |                                                 matplotlib._mathtext
import time:       149 |       1436 |                                               matplotlib.mathtext
import time:       161 |        161 |                                               matplotlib.texmanager
import time:       247 |       3545 |                                             matplotlib.textpath
import time:      2941 |      21010 |                                           matplotlib.text
import time:        80 |         80 |                                           matplotlib._tight_bbox
import time:       656 |        656 |                                           matplotlib.widgets
import time:       128 |        128 |                                           matplotlib.backend_managers
import time:       118 |        118 |                                               matplotlib._layoutgrid
import time:       124 |        242 |                                             matplotlib._constrained_layout
import time:        70 |         70 |                                             matplotlib._tight_layout
import time:       154 |        465 |                                           matplotlib.layout_engine
import time:      1114 |      24027 |                                         matplotlib.backend_bases
import time:      1404 |      25430 |                                       matplotlib.contour
import time:       815 |        815 |                                       matplotlib.spines
import time:       820 |      40518 |                                     matplotlib.colorbar
import time:      3719 |       3719 |                                     matplotlib.image
import time:       286 |        286 |                                             importlib._adapters
import time:       371 |        656 |                                           importlib._common
import time:       392 |       1047 |                                         importlib.resources
import time:      5563 |       6609 |                                       matplotlib.style.core
import time:       176 |       6785 |                                     matplotlib.style
import time:        75 |         75 |                                       matplotlib._blocking_input
import time:      4517 |       4517 |                                             matplotlib.offsetbox
import time:       175 |        175 |                                               matplotlib.units
import time:      4020 |       4195 |                                             matplotlib.axis
import time:       224 |        224 |                                             matplotlib.gridspec
import time:      1551 |       1551 |                                             matplotlib.table
import time:      3591 |      14077 |                                           matplotlib.axes._base
import time:       174 |        174 |                                             matplotlib.category
import time:       371 |        371 |                                               dateutil.rrule
import time:       429 |        800 |                                             matplotlib.dates
import time:       478 |        478 |                                             matplotlib.inset
import time:       130 |        130 |                                               matplotlib.container
import time:       222 |        222 |                                               matplotlib.legend_handler
import time:      1177 |       1527 |                                             matplotlib.legend
import time:       217 |        217 |                                             matplotlib.mlab
import time:      2122 |       2122 |                                             matplotlib.quiver
import time:       100 |        100 |                                             matplotlib.stackplot
import time:       178 |        178 |                                             matplotlib.streamplot
import time:       126 |        126 |                                               matplotlib.tri._triangulation
import time:       806 |        806 |                                               matplotlib.tri._tricontour
import time:        92 |         92 |                                               matplotlib.tri._trifinder
import time:        84 |         84 |                                                 matplotlib.tri._tritools
import time:       342 |        425 |                                               matplotlib.tri._triinterpolate
import time:       576 |        576 |                                               matplotlib.tri._tripcolor
import time:        69 |         69 |                                               matplotlib.tri._triplot
import time:        86 |         86 |                                               matplotlib.tri._trirefine
import time:       179 |       2355 |                                             matplotlib.tri
import time:      1186 |       1186 |                                             matplotlib.axes._secondary_axes
import time:      8683 |      17815 |                                           matplotlib.axes._axes
import time:       149 |      32040 |                                         matplotlib.axes
import time:      4641 |       4641 |                                         matplotlib.projections.geo
import time:      3452 |       3452 |                                         matplotlib.projections.polar
import time:        90 |         90 |                                           mpl_toolkits
import time:        90 |         90 |                                               mpl_toolkits.mplot3d.proj3d
import time:      5892 |       5981 |                                             mpl_toolkits.mplot3d.art3d
import time:      2480 |       2480 |                                             mpl_toolkits.mplot3d.axis3d
import time:      3718 |      12179 |                                           mpl_toolkits.mplot3d.axes3d
import time:       142 |      12410 |                                         mpl_toolkits.mplot3d
import time:       170 |      52710 |                                       matplotlib.projections
import time:      2862 |      55646 |                                     matplotlib.figure
import time:      4030 |     170218 |                                   matplotlib.pyplot
import time:       102 |        102 |                                       cirq.linalg.tolerance
import time:       752 |        752 |                                       cirq.linalg.transformations
import time:       234 |       1086 |                                     cirq.linalg.predicates
import time:       198 |       1284 |                                   cirq.linalg.diagonalize
import time:       626 |     172128 |                                 cirq.linalg.decompositions
import time:       160 |        160 |                                 cirq.linalg.operator_spaces
import time:       122 |     172520 |                               cirq.linalg
import time:       356 |        356 |                                     cirq.ops.control_values
import time:       888 |       1244 |                                   cirq.ops.raw_types
import time:       247 |       1491 |                                 cirq.ops.arithmetic_operation
import time:       384 |        384 |                                         cirq.ops.eigen_gate
import time:        57 |         57 |                                           cirq.ops.gate_features
import time:       302 |        358 |                                         cirq.ops.gate_operation
import time:       250 |        250 |                                           cirq.ops.phased_x_z_gate
import time:       192 |        442 |                                         cirq.ops.matrix_gates
import time:       213 |        213 |                                         cirq.ops.op_tree
import time:       866 |       2260 |                                       cirq.ops.controlled_operation
import time:       237 |       2497 |                                     cirq.ops.controlled_gate
import time:       176 |        176 |                                     cirq.ops.swap_gates
import time:       343 |        343 |                                     cirq.ops.measurement_gate
import time:       672 |       3686 |                                   cirq.ops.common_gates
import time:       214 |        214 |                                   cirq.ops.named_qubit
import time:       148 |        148 |                                     cirq.ops.identity
import time:       408 |        556 |                                   cirq.ops.pauli_gates
import time:       871 |       5325 |                                 cirq.ops.clifford_gate
import time:       176 |        176 |                                   cirq.ops.global_phase_op
import time:       297 |        297 |                                     cirq.ops.pauli_interaction_gate
import time:       860 |       1156 |                                   cirq.ops.pauli_string
import time:       496 |       1827 |                                 cirq.ops.dense_pauli_string
import time:       183 |        183 |                                     cirq.ops.projector
import time:       586 |        769 |                                   cirq.ops.linear_combinations
import time:       299 |       1067 |                                 cirq.ops.boolean_hamiltonian
import time:       616 |        616 |                                 cirq.ops.common_channels
import time:       384 |        384 |                                   cirq.ops.gateset
import time:       150 |        150 |                                   cirq.ops.parallel_gate
import time:       197 |        730 |                                 cirq.ops.common_gate_families
import time:       193 |        193 |                                 cirq.ops.classically_controlled_operation
import time:       272 |        272 |                                 cirq.ops.diagonal_gate
import time:       228 |        228 |                                 cirq.ops.fourier_transform
import time:       283 |        283 |                                 cirq.ops.fsim_gate
import time:       144 |        144 |                                 cirq.ops.kraus_channel
import time:       172 |        172 |                                 cirq.ops.mixed_unitary_channel
import time:       287 |        287 |                                   cirq.ops.pauli_string_phasor
import time:       185 |        472 |                                 cirq.ops.pauli_sum_exponential
import time:       197 |        197 |                                 cirq.ops.pauli_measurement_gate
import time:       564 |        564 |                                 cirq.ops.qubit_manager
import time:        93 |         93 |                                   cirq.ops.qid_util
import time:       109 |        201 |                                 cirq.ops.greedy_qubit_manager
import time:       135 |        135 |                                 cirq.ops.qubit_order
import time:        66 |         66 |                                 cirq.ops.qubit_order_or_list
import time:       102 |        102 |                                 cirq.ops.measure_util
import time:       343 |        343 |                                 cirq.ops.parity_gates
import time:       113 |        113 |                                 cirq.ops.pauli_string_raw_types
import time:       131 |        131 |                                 cirq.ops.permutation_gate
import time:       593 |        593 |                                 cirq.ops.phased_iswap_gate
import time:       173 |        173 |                                 cirq.ops.phased_x_gate
import time:       201 |        201 |                                 cirq.ops.random_gate_channel
import time:        85 |         85 |                                 cirq.ops.tags
import time:       418 |        418 |                                 cirq.ops.three_qubit_gates
import time:       173 |        173 |                                 cirq.ops.two_qubit_diagonal_gate
import time:       135 |        135 |                                 cirq.ops.wait_gate
import time:       109 |        109 |                                 cirq.ops.state_preparation_channel
import time:        89 |         89 |                                 cirq.ops.uniform_superposition_gate
import time:       636 |      17267 |                               cirq.ops
import time:        86 |         86 |                                     networkx.lazy_imports
import time:       128 |        128 |                                     networkx.exception
import time:       189 |        189 |                                       networkx.utils.misc
import time:       311 |        311 |                                       networkx.utils.decorators
import time:        90 |         90 |                                       networkx.utils.random_sequence
import time:        63 |         63 |                                       networkx.utils.union_find
import time:        60 |         60 |                                       networkx.utils.rcm
import time:       124 |        124 |                                       networkx.utils.heaps
import time:       289 |        289 |                                       networkx.utils.configs
import time:      3822 |       3822 |                                       networkx.utils.backends
import time:       204 |       5148 |                                     networkx.utils
import time:       145 |        145 |                                         networkx.convert
import time:       207 |        207 |                                         networkx.classes.coreviews
import time:       418 |        418 |                                         networkx.classes.reportviews
import time:       262 |       1029 |                                       networkx.classes.graph
import time:       180 |        180 |                                       networkx.classes.digraph
import time:       127 |        127 |                                       networkx.classes.multigraph
import time:       105 |        105 |                                       networkx.classes.multidigraph
import time:       218 |        218 |                                       networkx.classes.function
import time:        59 |         59 |                                         networkx.classes.filters
import time:        94 |        152 |                                       networkx.classes.graphviews
import time:       169 |       1978 |                                     networkx.classes
import time:       188 |        188 |                                     networkx.convert_matrix
import time:       104 |        104 |                                     networkx.relabel
import time:       125 |        125 |                                         importlib.readers
import time:       153 |        277 |                                       networkx.generators.atlas
import time:       320 |        320 |                                       networkx.generators.classic
import time:        74 |         74 |                                       networkx.generators.cographs
import time:       196 |        196 |                                       networkx.generators.community
import time:       210 |        210 |                                       networkx.generators.degree_seq
import time:       145 |        145 |                                       networkx.generators.directed
import time:        73 |         73 |                                       networkx.generators.duplication
import time:        57 |         57 |                                       networkx.generators.ego
import time:       142 |        142 |                                       networkx.generators.expanders
import time:       230 |        230 |                                       networkx.generators.geometric
import time:        66 |         66 |                                       networkx.generators.harary_graph
import time:       107 |        107 |                                       networkx.generators.internet_as_graphs
import time:        79 |         79 |                                       networkx.generators.intersection
import time:        68 |         68 |                                       networkx.generators.interval_graph
import time:       118 |        118 |                                       networkx.generators.joint_degree_seq
import time:       115 |        115 |                                       networkx.generators.lattice
import time:       115 |        115 |                                       networkx.generators.line
import time:       113 |        113 |                                       networkx.generators.mycielski
import time:        96 |         96 |                                       networkx.generators.nonisomorphic_trees
import time:        63 |         63 |                                       networkx.generators.random_clustered
import time:       266 |        266 |                                       networkx.generators.random_graphs
import time:       601 |        601 |                                       networkx.generators.small
import time:       149 |        149 |                                       networkx.generators.social
import time:        76 |         76 |                                       networkx.generators.spectral_graph_forge
import time:        70 |         70 |                                       networkx.generators.stochastic
import time:        70 |         70 |                                       networkx.generators.sudoku
import time:        60 |         60 |                                       networkx.generators.time_series
import time:       222 |        222 |                                       networkx.generators.trees
import time:        69 |         69 |                                       networkx.generators.triads
import time:       446 |       4678 |                                     networkx.generators
import time:       122 |        122 |                                       networkx.readwrite.adjlist
import time:        82 |         82 |                                       networkx.readwrite.multiline_adjlist
import time:       102 |        102 |                                       networkx.readwrite.edgelist
import time:        80 |         80 |                                       networkx.readwrite.pajek
import time:        71 |         71 |                                       networkx.readwrite.leda
import time:       141 |        141 |                                         networkx.readwrite.graph6
import time:       115 |        256 |                                       networkx.readwrite.sparse6
import time:       315 |        315 |                                       networkx.readwrite.gml
import time:       251 |        251 |                                       networkx.readwrite.graphml
import time:       517 |        517 |                                       networkx.readwrite.gexf
import time:       114 |        114 |                                         networkx.readwrite.json_graph.node_link
import time:        98 |         98 |                                         networkx.readwrite.json_graph.adjacency
import time:        70 |         70 |                                         networkx.readwrite.json_graph.tree
import time:        61 |         61 |                                         networkx.readwrite.json_graph.cytoscape
import time:       166 |        507 |                                       networkx.readwrite.json_graph
import time:       180 |        180 |                                       networkx.readwrite.text
import time:       219 |       2695 |                                     networkx.readwrite
import time:        83 |         83 |                                         networkx.algorithms.assortativity.connectivity
import time:        65 |         65 |                                             networkx.algorithms.assortativity.pairs
import time:       133 |        198 |                                           networkx.algorithms.assortativity.mixing
import time:       102 |        299 |                                         networkx.algorithms.assortativity.correlation
import time:        92 |         92 |                                         networkx.algorithms.assortativity.neighbor_degree
import time:       157 |        631 |                                       networkx.algorithms.assortativity
import time:        85 |         85 |                                       networkx.algorithms.asteroidal
import time:        74 |         74 |                                       networkx.algorithms.boundary
import time:       105 |        105 |                                       networkx.algorithms.broadcasting
import time:        83 |         83 |                                       networkx.algorithms.bridges
import time:        81 |         81 |                                       networkx.algorithms.chains
import time:       216 |        216 |                                               networkx.algorithms.shortest_paths.generic
import time:       135 |        135 |                                               networkx.algorithms.shortest_paths.unweighted
import time:       342 |        342 |                                               networkx.algorithms.shortest_paths.weighted
import time:        81 |         81 |                                               networkx.algorithms.shortest_paths.astar
import time:        83 |         83 |                                               networkx.algorithms.shortest_paths.dense
import time:       137 |        993 |                                             networkx.algorithms.shortest_paths
import time:        11 |       1003 |                                           networkx.algorithms.shortest_paths.weighted
import time:       325 |       1328 |                                         networkx.algorithms.centrality.betweenness
import time:        70 |         70 |                                         networkx.algorithms.centrality.betweenness_subset
import time:        76 |         76 |                                         networkx.algorithms.centrality.closeness
import time:        91 |         91 |                                           networkx.algorithms.centrality.flow_matrix
import time:       133 |        224 |                                         networkx.algorithms.centrality.current_flow_betweenness
import time:        97 |         97 |                                         networkx.algorithms.centrality.current_flow_betweenness_subset
import time:        73 |         73 |                                         networkx.algorithms.centrality.current_flow_closeness
import time:        73 |         73 |                                         networkx.algorithms.centrality.degree_alg
import time:        58 |         58 |                                         networkx.algorithms.centrality.dispersion
import time:       142 |        142 |                                         networkx.algorithms.centrality.eigenvector
import time:       148 |        148 |                                         networkx.algorithms.centrality.group
import time:        62 |         62 |                                         networkx.algorithms.centrality.harmonic
import time:        82 |         82 |                                         networkx.algorithms.centrality.katz
import time:        87 |         87 |                                         networkx.algorithms.centrality.load
import time:        62 |         62 |                                         networkx.algorithms.centrality.percolation
import time:        72 |         72 |                                         networkx.algorithms.centrality.reaching
import time:        67 |         67 |                                         networkx.algorithms.centrality.second_order
import time:       103 |        103 |                                         networkx.algorithms.centrality.subgraph_alg
import time:       116 |        116 |                                         networkx.algorithms.centrality.trophic
import time:        70 |         70 |                                         networkx.algorithms.centrality.voterank_alg
import time:        60 |         60 |                                         networkx.algorithms.centrality.laplacian
import time:       293 |       3353 |                                       networkx.algorithms.centrality
import time:       131 |        131 |                                           networkx.algorithms.components.connected
import time:       100 |        100 |                                           networkx.algorithms.components.strongly_connected
import time:        95 |         95 |                                           networkx.algorithms.components.weakly_connected
import time:        80 |         80 |                                           networkx.algorithms.components.attracting
import time:       141 |        141 |                                           networkx.algorithms.components.biconnected
import time:        57 |         57 |                                           networkx.algorithms.components.semiconnected
import time:       124 |        726 |                                         networkx.algorithms.components
import time:       129 |        854 |                                       networkx.algorithms.chordal
import time:       166 |        166 |                                       networkx.algorithms.cluster
import time:       165 |        165 |                                       networkx.algorithms.clique
import time:       110 |        110 |                                       networkx.algorithms.communicability_alg
import time:       155 |        155 |                                         networkx.algorithms.coloring.greedy_coloring
import time:       104 |        104 |                                         networkx.algorithms.coloring.equitable_coloring
import time:        82 |        341 |                                       networkx.algorithms.coloring
import time:       159 |        159 |                                       networkx.algorithms.core
import time:        73 |         73 |                                       networkx.algorithms.covering
import time:       249 |        249 |                                       networkx.algorithms.cycles
import time:       115 |        115 |                                       networkx.algorithms.cuts
